Customer ID,Recency_Score,Frequency_Score,Monetary_Score,Segment
17567,5,5,5,champions
17569,1,2,2,hibernating
17571,3,4,4,loyal_customers
17572,3,4,1,loyal_customers
17573,4,4,2,loyal_customers
17574,1,2,1,hibernating
17576,5,5,5,champions
17578,1,2,1,hibernating
17579,5,4,2,champions
17580,1,4,1,at_risk
17581,5,5,5,champions
17582,1,2,1,hibernating
17584,5,3,4,potential_loyalists
17585,2,4,4,at_risk
17588,2,4,4,at_risk
17589,3,4,5,loyal_customers
17590,5,4,4,champions
17591,2,5,5,cant_loose
17593,5,4,5,champions
17594,2,3,4,at_risk
17595,5,3,2,potential_loyalists
17596,4,5,5,loyal_customers
17597,1,2,4,hibernating
17600,4,2,1,potential_loyalists
17601,1,2,1,hibernating
17602,5,5,5,champions
17603,2,2,2,hibernating
17604,1,3,2,at_risk
17608,3,3,1,need_attention
17609,3,4,4,loyal_customers
17611,5,5,5,champions
17612,3,5,4,loyal_customers
17613,4,5,5,loyal_customers
17614,3,2,2,about_to_sleep
17615,2,4,2,at_risk
17616,2,4,3,at_risk
17618,5,4,4,champions
17619,1,2,1,hibernating
17620,3,2,1,about_to_sleep
17621,4,4,4,loyal_customers
17623,4,2,3,potential_loyalists
17624,4,3,3,potential_loyalists
17625,4,4,4,loyal_customers
17628,2,2,1,hibernating
17629,5,5,4,champions
17630,2,3,3,at_risk
17631,5,4,3,champions
17633,4,4,4,loyal_customers
17634,3,5,5,loyal_customers
17636,4,2,2,potential_loyalists
17637,4,3,3,potential_loyalists
17639,1,2,1,hibernating
17640,2,2,3,hibernating
17642,2,3,3,at_risk
17643,1,2,1,hibernating
17644,5,5,5,champions
17646,1,4,4,at_risk
17647,3,2,1,about_to_sleep
17648,3,4,4,loyal_customers
17649,2,2,3,hibernating
17650,4,2,1,potential_loyalists
17651,5,5,5,champions
17652,4,5,5,loyal_customers
17653,3,4,4,loyal_customers
17654,1,2,1,hibernating
17655,5,5,5,champions
17656,2,4,4,at_risk
17658,4,3,3,potential_loyalists
17659,4,5,5,loyal_customers
17660,2,2,1,hibernating
17663,4,5,4,loyal_customers
17664,4,3,3,potential_loyalists
17666,5,3,3,potential_loyalists
17667,3,4,4,loyal_customers
17668,5,3,2,potential_loyalists
17669,3,5,5,loyal_customers
17670,1,2,1,hibernating
17671,4,4,4,loyal_customers
17672,3,3,5,need_attention
17673,5,5,4,champions
17674,2,3,3,at_risk
17675,5,5,5,champions
17676,5,5,4,champions
17677,5,5,5,champions
17678,1,2,2,hibernating
17679,3,3,4,need_attention
17680,4,2,1,potential_loyalists
17682,5,5,5,champions
17684,3,2,1,about_to_sleep
17685,4,5,5,loyal_customers
17686,5,5,5,champions
17690,4,5,5,loyal_customers
17691,1,3,2,at_risk
17692,2,4,3,at_risk
17693,2,2,1,hibernating
17694,2,2,2,hibernating
17695,2,3,3,at_risk
17696,3,5,5,loyal_customers
17697,1,2,2,hibernating
17698,1,2,1,hibernating
17700,4,4,5,loyal_customers
17701,1,2,2,hibernating
17702,4,4,4,loyal_customers
17703,3,4,3,loyal_customers
17704,2,3,3,at_risk
17705,5,5,4,champions
17706,5,5,5,champions
17707,1,3,1,at_risk
17708,1,3,2,at_risk
17709,2,2,1,hibernating
17711,5,3,2,potential_loyalists
17712,3,2,3,about_to_sleep
17714,1,2,1,hibernating
17715,1,2,2,hibernating
17716,4,5,5,loyal_customers
17718,1,2,1,hibernating
17719,3,5,5,loyal_customers
17720,4,4,4,loyal_customers
17722,2,4,5,at_risk
17723,2,5,5,cant_loose
17724,3,4,4,loyal_customers
17725,4,5,5,loyal_customers
17727,4,2,4,potential_loyalists
17728,5,4,5,champions
17730,5,5,5,champions
17731,2,4,4,at_risk
17732,1,2,2,hibernating
17733,3,3,3,need_attention
17734,3,4,3,loyal_customers
17735,5,5,5,champions
17736,5,4,2,champions
17737,5,3,1,potential_loyalists
17738,4,4,4,loyal_customers
17739,5,5,5,champions
17742,2,3,2,at_risk
17744,5,5,5,champions
17746,1,2,1,hibernating
17747,2,2,1,hibernating
17749,2,3,3,at_risk
17750,5,5,4,champions
17752,1,2,1,hibernating
17754,5,4,4,champions
17757,5,5,5,champions
17758,4,5,5,loyal_customers
17759,4,4,3,loyal_customers
17760,4,3,2,potential_loyalists
17761,4,2,3,potential_loyalists
17763,1,2,1,hibernating
17764,3,3,3,need_attention
17765,2,4,2,at_risk
17767,4,2,2,potential_loyalists
17768,5,4,5,champions
17769,5,5,5,champions
17770,1,4,4,at_risk
17771,3,3,1,need_attention
17772,5,3,1,potential_loyalists
17774,2,4,4,at_risk
17775,1,2,1,hibernating
17777,4,4,3,loyal_customers
17779,4,4,3,loyal_customers
17781,2,3,1,at_risk
17783,2,3,2,at_risk
17785,3,2,1,about_to_sleep
17786,2,3,2,at_risk
17787,2,4,4,at_risk
17788,2,3,4,at_risk
17789,1,2,1,hibernating
17790,4,5,4,loyal_customers
17791,4,2,1,potential_loyalists
17793,4,2,2,potential_loyalists
17795,2,3,2,at_risk
17796,3,4,3,loyal_customers
17797,4,4,3,loyal_customers
17799,4,5,5,loyal_customers
17800,3,5,4,loyal_customers
17802,2,4,4,at_risk
17805,2,2,3,hibernating
17806,5,2,3,potential_loyalists
17809,4,5,5,loyal_customers
17811,5,5,5,champions
17812,5,4,3,champions
17813,4,4,4,loyal_customers
17816,3,4,1,loyal_customers
17817,5,4,2,champions
17819,3,5,5,loyal_customers
17824,3,2,2,about_to_sleep
17827,5,4,4,champions
17828,4,4,4,loyal_customers
17829,1,2,3,hibernating
17830,5,4,2,champions
17831,3,2,1,about_to_sleep
17832,3,2,1,about_to_sleep
17835,5,4,2,champions
17836,3,2,1,about_to_sleep
17837,3,5,4,loyal_customers
17838,4,4,5,loyal_customers
17839,3,2,2,about_to_sleep
17841,5,5,5,champions
17843,1,2,1,hibernating
17844,2,2,1,hibernating
17846,2,2,4,hibernating
17848,2,5,3,cant_loose
17849,1,4,3,at_risk
17850,1,5,5,cant_loose
17852,5,3,1,potential_loyalists
17854,1,3,2,at_risk
17855,1,2,1,hibernating
17856,5,4,4,champions
17857,5,5,5,champions
17858,5,5,5,champions
17859,1,2,1,hibernating
17860,1,2,2,hibernating
17861,5,5,5,champions
17862,1,2,2,hibernating
17863,3,5,5,loyal_customers
17864,5,4,3,champions
17865,4,5,5,loyal_customers
17866,2,2,2,hibernating
17867,4,5,4,loyal_customers
17869,2,4,2,at_risk
17870,5,5,4,champions
17871,1,2,1,hibernating
17873,2,4,4,at_risk
17874,1,5,3,cant_loose
17877,2,2,1,hibernating
17878,3,2,2,about_to_sleep
17879,2,2,1,hibernating
17880,1,2,2,hibernating
17881,1,2,1,hibernating
17883,5,4,3,champions
17884,5,4,3,champions
17885,5,2,1,potential_loyalists
17886,4,4,3,loyal_customers
17887,2,2,1,hibernating
17888,4,5,3,loyal_customers
17889,1,3,1,at_risk
17890,1,3,3,at_risk
17891,2,2,1,hibernating
17892,3,4,1,loyal_customers
17893,1,2,1,hibernating
17894,3,5,4,loyal_customers
17895,3,2,1,about_to_sleep
17896,4,2,2,potential_loyalists
17897,2,4,3,at_risk
17898,2,3,1,at_risk
17899,2,2,1,hibernating
17900,1,3,1,at_risk
17901,4,2,1,potential_loyalists
17904,4,2,1,potential_loyalists
17905,3,4,3,loyal_customers
17906,1,2,1,hibernating
17908,1,2,1,hibernating
17911,5,2,2,potential_loyalists
17912,1,4,2,at_risk
17913,3,3,2,need_attention
17914,5,2,2,potential_loyalists
17917,3,4,2,loyal_customers
17919,2,2,4,hibernating
17920,5,5,5,champions
17921,3,4,3,loyal_customers
17923,1,2,1,hibernating
17924,5,5,5,champions
17925,1,2,1,hibernating
17926,2,3,2,at_risk
17928,3,3,1,need_attention
17929,5,4,3,champions
17930,3,4,4,loyal_customers
17931,2,3,2,at_risk
17932,4,4,4,loyal_customers
17934,3,3,3,need_attention
17935,2,3,1,at_risk
17936,5,2,2,potential_loyalists
17937,5,5,5,champions
17939,2,2,1,hibernating
17940,3,5,5,loyal_customers
17941,2,2,2,hibernating
17942,5,2,1,potential_loyalists
17946,1,3,1,at_risk
17947,3,2,1,about_to_sleep
17948,2,2,2,hibernating
17949,5,5,5,champions
17950,2,4,2,at_risk
17951,3,4,4,loyal_customers
17954,5,5,5,champions
17955,1,4,3,at_risk
17956,1,2,1,hibernating
17957,3,2,1,about_to_sleep
17958,2,2,3,hibernating
17960,2,2,1,hibernating
17961,4,5,4,loyal_customers
17962,2,2,1,hibernating
17964,4,3,2,potential_loyalists
17965,3,5,5,loyal_customers
17966,3,4,4,loyal_customers
17967,1,2,1,hibernating
17968,1,2,2,hibernating
17969,2,3,1,at_risk
17970,1,2,3,hibernating
17972,1,2,1,hibernating
17973,3,2,2,about_to_sleep
17974,4,4,3,loyal_customers
17975,4,5,5,loyal_customers
17976,1,2,2,hibernating
17977,4,2,2,potential_loyalists
17978,1,2,2,hibernating
17979,3,4,3,loyal_customers
17980,2,4,3,at_risk
17984,2,2,1,hibernating
17985,4,2,3,potential_loyalists
17986,3,2,1,about_to_sleep
17987,1,2,1,hibernating
17988,5,5,1,champions
17990,1,4,3,at_risk
17991,1,3,1,at_risk
17994,2,4,3,at_risk
17995,1,2,1,hibernating
17997,2,5,4,cant_loose
17999,3,3,2,need_attention
18001,5,3,2,potential_loyalists
18004,1,2,1,hibernating
18005,5,3,1,potential_loyalists
18006,4,2,2,potential_loyalists
18008,3,5,5,loyal_customers
18009,1,2,2,hibernating
18010,1,2,1,hibernating
18011,1,2,1,hibernating
18013,2,3,1,at_risk
18014,4,2,1,potential_loyalists
18015,5,2,1,potential_loyalists
18016,4,4,4,loyal_customers
18017,2,4,3,at_risk
18018,2,3,1,at_risk
18019,3,2,1,about_to_sleep
18022,3,2,3,about_to_sleep
18024,2,3,2,at_risk
18027,2,2,1,hibernating
18030,5,3,1,potential_loyalists
18032,1,2,1,hibernating
18033,3,2,1,about_to_sleep
18034,4,3,2,potential_loyalists
18035,3,4,3,loyal_customers
18036,4,4,2,loyal_customers
18037,2,5,1,cant_loose
18040,4,3,2,potential_loyalists
18041,5,5,5,champions
18042,3,2,1,about_to_sleep
18043,4,4,3,loyal_customers
18044,5,5,5,champions
18045,3,2,1,about_to_sleep
18048,1,3,1,at_risk
18050,1,2,1,hibernating
18053,3,2,2,about_to_sleep
18055,5,5,5,champions
18056,1,2,2,hibernating
18058,5,2,1,potential_loyalists
18059,4,4,2,loyal_customers
18061,4,5,5,loyal_customers
18062,2,4,3,at_risk
18064,2,3,3,at_risk
18065,5,5,5,champions
18066,2,2,2,hibernating
18067,3,2,2,about_to_sleep
18068,1,2,1,hibernating
18069,4,4,4,loyal_customers
18071,1,3,2,at_risk
18072,1,2,1,hibernating
18073,2,5,5,cant_loose
18074,1,2,2,hibernating
18075,4,5,5,loyal_customers
18077,5,5,5,champions
18078,1,3,2,at_risk
18079,3,4,5,loyal_customers
18080,4,3,4,potential_loyalists
18081,3,4,2,loyal_customers
18082,4,2,3,potential_loyalists
18084,4,2,1,potential_loyalists
18085,1,3,3,at_risk
18086,1,2,1,hibernating
18087,2,3,5,at_risk
18088,3,2,1,about_to_sleep
18092,5,5,5,champions
18093,2,4,5,at_risk
18094,2,5,5,cant_loose
18095,1,3,3,at_risk
18096,5,4,3,champions
18097,5,5,5,champions
18099,2,2,1,hibernating
18101,5,3,1,potential_loyalists
18102,5,5,5,champions
18104,3,2,3,about_to_sleep
18105,3,2,1,about_to_sleep
18106,1,2,2,hibernating
18108,1,2,2,hibernating
18109,5,5,5,champions
18110,4,2,1,potential_loyalists
18112,5,3,2,potential_loyalists
18113,1,2,1,hibernating
18114,1,2,1,hibernating
18116,3,5,4,loyal_customers
18117,4,2,2,potential_loyalists
18118,5,5,5,champions
18119,1,2,1,hibernating
18120,1,2,1,hibernating
18121,2,3,3,at_risk
18122,5,5,4,champions
18123,4,3,3,potential_loyalists
18125,4,4,4,loyal_customers
18126,3,2,1,about_to_sleep
18127,4,4,2,loyal_customers
18129,1,2,1,hibernating
18130,4,4,4,loyal_customers
18133,1,2,3,hibernating
18135,4,4,3,loyal_customers
18136,3,4,3,loyal_customers
18138,1,2,1,hibernating
18139,4,5,5,loyal_customers
18142,2,3,4,at_risk
18143,2,3,4,at_risk
18144,5,5,5,champions
18145,5,4,5,champions
18146,2,3,1,at_risk
18147,3,3,1,need_attention
18149,3,4,3,loyal_customers
18150,4,4,3,loyal_customers
18151,2,3,3,at_risk
18154,5,3,2,potential_loyalists
18155,2,4,2,at_risk
18156,5,3,3,potential_loyalists
18158,5,3,2,potential_loyalists
18159,1,2,3,hibernating
18160,3,3,3,need_attention
18161,4,4,4,loyal_customers
18164,3,2,2,about_to_sleep
18165,2,2,2,hibernating
18167,4,4,4,loyal_customers
18168,2,5,4,cant_loose
18169,3,2,1,about_to_sleep
18170,3,4,4,loyal_customers
18171,3,4,4,loyal_customers
18172,4,5,5,loyal_customers
18173,2,4,5,at_risk
18174,5,2,1,potential_loyalists
18176,1,2,2,hibernating
18177,4,5,4,loyal_customers
18178,2,4,4,at_risk
18179,5,5,4,champions
18180,5,5,4,champions
18181,4,2,2,potential_loyalists
18183,1,3,3,at_risk
18184,4,2,1,potential_loyalists
18185,1,2,2,hibernating
18188,4,4,4,loyal_customers
18189,2,3,4,at_risk
18190,1,3,2,at_risk
18191,1,2,1,hibernating
18192,3,2,4,about_to_sleep
18193,2,2,1,hibernating
18194,2,2,4,hibernating
18196,2,3,3,at_risk
18198,5,5,5,champions
18200,2,2,1,hibernating
18202,1,4,4,at_risk
18203,2,2,1,hibernating
18204,3,4,4,loyal_customers
18205,3,3,3,need_attention
18209,4,2,1,potential_loyalists
18210,5,5,5,champions
18211,4,4,3,loyal_customers
18212,1,2,1,hibernating
18213,1,2,1,hibernating
18215,2,2,2,hibernating
18216,4,2,2,potential_loyalists
18217,4,3,3,potential_loyalists
18218,1,3,3,at_risk
18219,5,5,5,champions
18220,1,2,2,hibernating
18221,4,4,4,loyal_customers
18222,2,2,2,hibernating
18223,5,5,5,champions
18224,1,2,1,hibernating
18225,5,5,5,champions
18226,3,5,5,loyal_customers
18227,1,2,1,hibernating
18228,3,3,3,need_attention
18229,5,5,5,champions
18230,5,5,5,champions
18231,1,4,5,at_risk
18232,2,4,3,at_risk
18233,1,2,2,hibernating
18235,3,4,4,loyal_customers
18236,4,5,3,loyal_customers
18237,5,4,4,champions
18239,1,4,4,at_risk
18240,3,2,2,about_to_sleep
18241,5,5,5,champions
18242,2,4,5,at_risk
18245,5,5,5,champions
18246,4,3,3,potential_loyalists
18248,2,3,3,at_risk
18249,4,2,1,potential_loyalists
18250,1,2,2,hibernating
18251,2,2,5,hibernating
18252,3,3,3,need_attention
18255,2,2,1,hibernating
18257,3,5,5,loyal_customers
18259,4,4,5,loyal_customers
18260,2,5,5,cant_loose
18261,3,3,2,need_attention
18262,2,2,1,hibernating
18263,4,4,4,loyal_customers
18265,2,3,3,at_risk
18268,2,2,1,hibernating
18269,1,2,1,hibernating
18270,3,3,2,need_attention
18272,5,5,5,champions
18273,5,4,1,champions
18274,4,2,1,potential_loyalists
18276,3,2,2,about_to_sleep
18277,3,2,1,about_to_sleep
18278,2,2,1,hibernating
18280,1,2,1,hibernating
18281,1,2,1,hibernating
18282,5,3,1,potential_loyalists
18283,5,5,5,champions
18287,3,4,4,loyal_customers
